n 2000
c 615457
z 897754
time 0.00
1,760,970,1
2,425,166,1
3,266,692,0
4,214,973,0
5,172,854,0
6,787,92,1
7,68,759,0
8,326,854,0
9,433,7,1
10,269,292,1
11,977,438,1
12,757,989,1
13,349,790,0
14,92,670,0
15,297,375,1
16,286,463,1
17,984,871,1
18,116,618,0
19,989,587,1
20,444,168,1
21,564,935,1
22,945,10,1
23,614,46,1
24,690,801,1
25,155,919,0
26,513,42,1
27,770,396,1
28,786,250,1
29,372,384,1
30,507,345,1
31,935,68,1
32,770,830,1
33,470,846,0
34,577,471,1
35,382,222,1
36,927,699,1
37,659,830,1
38,353,279,1
39,33,894,0
40,542,921,1
41,630,177,1
42,608,124,1
43,612,296,1
44,773,568,1
45,397,985,0
46,741,533,1
47,791,340,1
48,303,4,1
49,495,241,1
50,28,930,0
51,777,57,1
52,877,522,1
53,405,175,1
54,567,950,1
55,30,899,0
56,252,138,1
57,53,851,0
58,526,853,1
59,738,838,1
60,701,252,1
61,402,711,1
62,32,453,0
63,556,738,1
64,592,101,1
65,805,454,1
66,711,374,1
67,395,855,0
68,864,113,1
69,967,166,1
70,600,812,1
71,91,40,1
72,57,72,1
73,75,688,0
74,480,321,1
75,25,570,0
76,844,187,1
77,584,445,1
78,695,533,1
79,34,19,1
80,50,701,0
81,213,440,0
82,664,912,1
83,688,325,1
84,652,44,1
85,115,168,1
86,663,116,1
87,356,170,1
88,569,590,1
89,14,532,0
90,681,277,1
91,748,447,1
92,720,327,1
93,140,111,1
94,831,106,1
95,750,482,1
96,161,423,0
97,451,483,1
98,218,851,0
99,747,526,1
100,247,494,0
101,991,559,1
102,344,690,0
103,709,420,1
104,328,690,0
105,457,299,1
106,453,540,1
107,616,73,1
108,467,29,1
109,696,137,1
110,947,751,1
111,508,269,1
112,24,857,0
113,4,787,0
114,122,763,0
115,288,983,0
116,995,269,1
117,293,633,0
118,967,683,1
119,264,19,1
120,329,159,1
121,776,650,1
122,409,867,0
123,640,502,1
124,73,161,0
125,370,303,1
126,399,945,0
127,615,30,1
128,972,958,1
129,442,29,1
130,635,301,1
131,405,44,1
132,461,43,1
133,786,137,1
134,737,394,1
135,252,507,0
136,2,696,0
137,983,755,1
138,216,589,0
139,225,8,1
140,688,342,1
141,468,725,1
142,287,299,1
143,228,785,0
144,954,913,1
145,978,619,1
146,129,828,0
147,611,704,1
148,41,173,0
149,123,459,0
150,137,204,1
151,291,639,0
152,229,987,0
153,602,100,1
154,710,222,1
155,855,724,1
156,658,82,1
157,356,816,0
158,39,345,0
159,782,636,1
160,931,367,1
161,929,155,1
162,296,749,0
163,1000,736,1
164,995,736,1
165,739,163,1
166,691,660,1
167,881,581,1
168,102,282,0
169,68,336,0
170,375,91,1
171,885,5,1
172,772,520,1
173,76,83,1
174,228,24,1
175,65,769,0
176,998,757,1
177,505,888,1
178,988,539,1
179,224,816,0
180,943,366,1
181,125,573,0
182,220,479,0
183,827,614,1
184,259,898,0
185,371,635,1
186,872,511,1
187,343,248,1
188,930,827,1
189,434,962,0
190,185,419,0
191,731,676,1
192,782,117,1
193,1000,422,1
194,962,882,1
195,822,771,1
196,112,148,1
197,711,302,1
198,46,760,0
199,165,777,0
200,478,23,1
201,642,969,1
202,340,695,0
203,186,89,1
204,608,625,1
205,832,785,1
206,667,439,1
207,629,498,1
208,230,596,0
209,704,209,1
210,421,919,0
211,791,310,1
212,883,838,1
213,227,65,1
214,575,355,1
215,490,432,1
216,853,565,1
217,805,198,1
218,991,734,1
219,394,811,0
220,697,996,1
221,516,428,1
222,277,151,1
223,998,503,1
224,563,382,1
225,223,622,0
226,946,430,1
227,254,389,1
228,380,543,1
229,983,313,1
230,947,101,1
231,30,231,0
232,289,552,0
233,120,663,0
234,294,968,0
235,858,787,1
236,547,410,1
237,33,95,0
238,627,951,1
239,112,471,0
240,193,95,1
241,279,639,0
242,91,1,1
243,616,947,1
244,766,685,1
245,510,636,1
246,172,961,0
247,230,316,1
248,345,332,1
249,431,934,0
250,572,714,1
251,70,957,0
252,136,701,0
253,42,839,0
254,497,444,1
255,607,325,1
256,867,299,1
257,398,130,1
258,206,614,0
259,705,637,1
260,647,171,1
261,339,437,1
262,296,331,1
263,206,545,0
264,336,381,1
265,775,201,1
266,957,264,1
267,420,268,1
268,637,666,1
269,533,455,1
270,859,969,1
271,344,262,1
272,23,365,0
273,838,546,1
274,567,617,1
275,676,327,1
276,705,740,1
277,340,33,1
278,387,848,0
279,233,675,0
280,889,206,1
281,818,923,1
282,869,540,1
283,805,693,1
284,405,549,1
285,13,818,0
286,886,971,1
287,398,885,0
288,767,107,1
289,869,467,1
290,304,821,0
291,277,780,0
292,505,878,1
293,124,210,1
294,607,116,1
295,404,157,1
296,73,749,0
297,181,584,0
298,33,196,0
299,527,740,1
300,581,306,1
301,830,414,1
302,597,309,1
303,62,784,0
304,776,279,1
305,310,969,0
306,23,934,0
307,97,281,0
308,587,355,1
309,887,430,1
310,714,585,1
311,906,700,1
312,500,44,1
313,124,196,1
314,668,436,1
315,366,172,1
316,898,356,1
317,875,671,1
318,605,691,1
319,748,408,1
320,301,983,0
321,452,120,1
322,23,169,0
323,411,266,1
324,202,528,0
325,801,727,1
326,279,709,0
327,232,580,0
328,117,977,0
329,875,956,1
330,34,447,0
331,341,298,1
332,206,57,1
333,994,63,1
334,736,122,1
335,251,212,1
336,372,341,1
337,621,613,1
338,973,369,1
339,256,418,1
340,684,914,1
341,893,795,1
342,450,132,1
343,193,936,0
344,738,590,1
345,919,2,1
346,447,617,1
347,33,930,0
348,213,68,1
349,678,971,1
350,516,933,0
351,199,510,0
352,175,542,0
353,924,690,1
354,907,594,1
355,732,902,1
356,763,739,1
357,889,285,1
358,328,617,0
359,498,301,1
360,437,840,0
361,570,980,1
362,776,247,1
363,213,855,0
364,885,200,1
365,747,192,1
366,117,777,0
367,525,827,1
368,803,822,1
369,997,269,1
370,255,649,0
371,138,930,0
372,44,848,0
373,16,586,0
374,580,960,1
375,446,166,1
376,635,667,1
377,737,53,1
378,336,340,1
379,926,334,1
380,400,939,0
381,21,425,0
382,925,793,1
383,529,614,1
384,124,905,0
385,124,185,1
386,188,65,1
387,623,649,1
388,130,284,0
389,998,116,1
390,82,638,0
391,354,545,1
392,920,395,1
393,633,425,1
394,860,60,1
395,824,514,1
396,835,551,1
397,808,138,1
398,474,666,1
399,190,876,0
400,254,755,0
401,868,450,1
402,535,551,1
403,902,368,1
404,683,509,1
405,607,40,1
406,278,494,0
407,858,104,1
408,495,452,1
409,188,852,0
410,454,396,1
411,414,353,1
412,698,929,1
413,792,631,1
414,687,927,1
415,497,745,1
416,732,784,1
417,619,581,1
418,667,78,1
419,844,970,1
420,465,254,1
421,935,259,1
422,789,349,1
423,776,647,1
424,205,474,0
425,127,474,0
426,44,655,0
427,44,620,0
428,425,966,0
429,89,420,0
430,600,204,1
431,21,721,0
432,723,596,1
433,644,580,1
434,764,491,1
435,420,981,0
436,689,475,1
437,690,112,1
438,626,166,1
439,915,988,1
440,998,433,1
441,983,880,1
442,689,466,1
443,967,770,1
444,899,712,1
445,703,413,1
446,826,478,1
447,679,119,1
448,975,259,1
449,227,53,1
450,406,697,1
451,226,859,0
452,463,167,1
453,564,67,1
454,545,381,1
455,773,288,1
456,318,740,0
457,470,489,1
458,610,496,1
459,843,365,1
460,877,852,1
461,38,463,0
462,768,872,1
463,330,927,0
464,324,688,0
465,740,858,1
466,262,436,1
467,724,960,1
468,646,592,1
469,922,768,1
470,583,679,1
471,602,266,1
472,233,617,0
473,458,632,1
474,866,198,1
475,43,186,0
476,675,941,1
477,682,765,1
478,710,806,1
479,155,351,0
480,974,689,1
481,259,361,1
482,383,281,1
483,228,305,1
484,532,176,1
485,94,603,0
486,263,911,0
487,152,452,0
488,730,658,1
489,645,435,1
490,149,751,0
491,27,605,0
492,169,849,0
493,136,819,0
494,417,981,0
495,573,705,1
496,544,160,1
497,172,517,0
498,893,267,1
499,606,898,1
500,267,292,1
501,629,857,1
502,933,482,1
503,32,19,1
504,863,613,1
505,893,797,1
506,639,791,1
507,112,113,1
508,58,795,0
509,50,349,0
510,899,129,1
511,53,226,0
512,543,426,1
513,219,498,0
514,820,294,1
515,391,447,1
